Estación,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
23055080,100,48,58,42,95,51,16,57,98,25,69,24,0,14,27,32,73,50,53,18,59,1,90,71,36,2,45,84,12,53,32,35,52,11,82,72,60,69,83,25,66,93,95,11,24,34,17,14,52,42,29,12
23060090,4,98,20,95,86,15,5,38,21,19,17,61,63,64,53,23,98,91,17,71,40,26,49,20,16,66,46,33,75,30,80,100,73,20,59,29,2,5,45,89,15,55,36,60,32,55,73,39,96,12,65,56
23060110,0,19,18,52,25,55,22,74,77,68,96,62,1,99,30,44,16,30,57,24,77,33,73,71,64,16,34,12,77,97,10,93,13,9,21,78,6,44,50,13,93,59,77,52,72,21,69,79,89,64,3,6
23060140,100,58,82,41,90,57,73,12,69,90,35,20,68,20,61,37,44,95,32,75,77,97,94,14,0,0,100,43,17,33,27,40,57,57,77,27,97,80,90,80,85,25,12,7,19,68,16,43,84,26,93,58
23060150,100,81,77,76,45,93,35,15,31,69,74,51,55,99,8,89,78,10,98,37,17,10,4,56,66,35,50,44,68,58,90,78,73,6,13,93,36,1,14,30,24,50,0,47,33,30,66,23,50,46,59,75
23060160,100,16,26,38,12,59,51,66,6,75,21,15,92,61,72,28,41,14,64,15,72,59,55,3,49,71,95,54,10,74,26,97,98,52,92,34,37,30,51,47,60,30,33,84,54,55,65,51,0,95,23,64
23060170,100,41,77,47,60,32,76,28,96,37,36,4,45,12,46,80,48,63,68,56,8,75,17,72,85,34,15,35,14,28,42,48,38,44,27,98,87,67,67,95,93,72,88,62,5,3,27,87,7,44,24,26
23060180,100,91,13,33,18,28,12,40,73,63,44,56,99,76,96,69,12,99,7,20,83,53,52,25,38,32,55,75,51,91,31,97,0,65,33,85,5,17,92,38,95,8,51,89,54,10,22,46,42,95,28,81
23060190,100,11,31,54,74,76,67,60,12,77,8,19,89,16,16,46,33,15,56,49,40,93,9,89,55,95,4,49,28,69,96,35,82,22,25,24,45,85,54,15,6,86,26,55,55,62,89,85,84,79,64,34
23060260,100,98,71,19,93,90,10,96,37,7,20,50,23,67,32,53,53,73,96,93,76,80,87,9,32,3,100,12,55,35,62,28,45,58,62,44,19,90,89,66,70,75,93,21,86,2,68,19,52,100,42,22
23060270,100,94,33,28,14,58,33,60,27,43,84,64,54,86,99,15,17,94,0,13,42,7,23,16,82,35,66,51,49,100,74,80,93,53,93,81,83,39,55,25,8,6,57,87,63,23,32,82,15,63,72,35
23060290,100,71,68,64,51,47,83,13,67,37,91,92,31,6,51,3,44,56,27,63,49,47,90,71,80,67,87,84,84,26,92,94,73,15,6,100,27,91,24,46,40,40,46,49,76,53,96,39,82,9,97,12
23060370,100,20,48,27,86,99,55,66,45,10,14,54,20,61,54,30,8,38,78,98,48,24,91,19,87,2,50,33,19,19,98,35,54,31,37,50,77,53,60,63,91,76,100,100,71,34,20,17,2,12,33,40
23065110,100,89,31,25,49,48,18,30,71,60,68,58,69,89,78,10,61,28,27,24,10,6,40,57,38,51,24,58,68,44,88,38,91,68,73,100,67,96,7,17,17,10,24,40,20,70,0,53,32,76,85,41
23065120,100,51,67,32,99,89,66,8,59,15,92,24,37,92,31,47,14,78,31,46,61,41,18,25,4,70,51,98,58,81,91,91,29,72,99,31,92,61,0,31,33,37,87,71,71,64,51,88,10,74,97,80
23065200,100,2,70,97,18,83,5,28,25,42,7,51,29,39,83,22,79,54,85,85,8,7,85,88,17,87,100,93,5,36,11,45,96,38,65,44,47,50,92,79,75,86,78,92,33,78,18,98,50,27,32,44
23070010,100,66,9,38,29,19,59,63,43,43,59,86,92,66,99,89,17,11,99,1,43,58,25,16,96,49,26,58,18,28,78,84,58,100,69,83,99,85,29,68,37,37,8,58,17,40,52,48,72,31,67,62
23070020,100,7,73,77,54,67,76,99,5,79,36,79,22,34,97,53,19,62,46,56,79,16,39,66,36,89,45,82,64,77,19,59,15,89,5,18,0,39,21,24,62,46,56,62,39,4,71,11,52,81,20,3
23080390,0,57,36,66,17,97,12,29,84,60,14,29,70,38,37,70,46,99,79,69,49,41,20,98,87,80,96,97,26,12,9,8,51,52,20,53,80,69,69,76,39,8,93,15,89,85,34,9,33,31,2,51
23080490,0,20,1,21,34,51,64,34,46,2,50,84,59,90,100,91,23,77,10,21,92,3,13,9,50,16,45,12,50,81,33,91,56,80,84,2,15,85,97,25,93,29,16,13,43,36,89,16,82,48,65,79
23080630,100,74,67,57,37,13,65,97,23,51,27,4,23,41,9,47,14,95,74,84,54,53,34,88,15,81,51,67,6,47,84,6,92,36,86,14,20,98,61,3,46,49,55,63,87,72,69,68,2,0,86,18
23080640,100,81,78,72,14,35,95,31,27,17,58,24,54,29,40,61,2,72,47,55,88,85,75,71,81,46,87,29,97,82,52,27,34,23,37,77,60,63,82,67,9,76,64,94,6,49,3,19,10,62,65,84
23080650,100,2,42,35,50,21,34,61,68,44,76,88,75,85,62,52,93,7,79,94,81,51,10,33,47,86,65,41,34,74,41,90,74,63,30,44,13,27,68,45,84,40,26,22,70,7,43,89,46,24,83,5
23080660,100,42,52,74,7,72,69,92,89,21,10,2,69,11,11,11,31,27,29,28,49,46,32,68,38,49,0,44,0,67,6,9,62,31,81,21,48,16,31,34,23,80,46,89,52,41,43,9,25,3,19,33
23080680,100,90,73,52,56,21,12,1,42,1,15,22,23,63,19,32,63,13,79,72,88,62,82,3,4,2,96,99,12,45,28,11,24,67,44,62,37,85,85,78,4,54,24,10,14,26,22,46,66,39,82,40
23080720,100,25,36,6,5,75,65,53,27,26,70,45,77,39,83,96,99,63,95,22,12,6,6,3,25,59,45,35,28,81,44,75,2,46,89,86,18,5,0,27,15,8,83,100,79,78,71,0,44,20,61,3
23080730,0,74,87,57,86,52,84,58,77,16,59,100,25,91,30,100,16,43,9,89,93,56,69,39,88,61,71,64,80,5,79,99,22,82,38,3,18,21,41,79,16,82,70,81,3,24,85,94,6,49,23,53
23080740,100,12,73,6,81,93,10,75,24,95,6,64,78,48,23,56,66,33,73,52,57,6,74,87,97,83,36,2,45,100,14,53,32,37,39,82,67,86,62,95,7,47,1,17,10,60,48,41,57,24,88,65
23080750,100,19,7,35,28,18,98,40,51,61,37,56,70,84,86,65,71,8,23,78,19,86,41,26,36,22,18,66,71,50,91,59,66,100,75,22,59,38,50,21,70,35,53,65,61,71,55,78,79,64,27,84
23080760,100,35,21,42,64,75,64,6,44,82,1,78,21,85,41,0,24,46,16,43,59,26,62,34,84,54,67,30,34,13,79,99,23,93,32,97,39,86,28,69,88,36,15,82,10,81,95,44,100,28,21,8
23080790,100,75,68,68,19,63,14,82,96,21,17,4,37,34,54,20,48,54,42,95,88,77,57,98,94,17,16,88,100,28,60,24,27,40,80,69,1,49,19,18,14,4,93,63,36,32,42,12,48,82,57,72
23080800,100,22,18,31,12,99,68,17,37,37,16,86,62,81,55,99,11,95,79,10,98,26,19,18,19,41,61,37,51,44,84,60,14,25,82,22,23,30,44,25,40,55,46,12,16,95,61,62,11,56,12,77
23080810,100,2,82,45,34,76,19,99,89,93,6,75,1,18,92,61,88,16,58,22,79,22,74,59,55,91,51,74,95,94,96,13,26,34,33,77,16,59,46,79,76,99,96,60,94,15,16,13,9,22,39,28
23080820,100,80,16,53,1,96,83,39,78,29,96,9,79,93,60,49,32,82,78,63,82,58,37,78,89,12,72,42,29,44,37,53,94,84,60,93,80,94,24,75,6,33,49,17,32,26,66,49,72,32,26,6
23080910,100,19,73,15,28,33,47,13,56,43,59,63,46,86,1,62,96,71,41,27,94,35,76,41,52,26,38,57,93,98,74,43,85,98,38,88,44,9,51,41,36,73,33,53,96,65,87,73,94,77,90,33
23080920,100,54,51,37,60,68,74,76,97,63,26,2,8,36,89,30,16,40,50,8,56,71,42,8,35,10,93,92,35,72,51,5,20,60,27,45,64,40,93,44,71,78,54,31,10,0,94,9,33,43,29,26
23080930,100,35,87,81,73,100,93,30,98,27,38,7,20,39,17,67,32,89,42,75,10,78,6,73,11,32,41,54,24,35,91,44,78,68,52,8,84,17,67,21,34,4,17,26,24,66,48,60,42,64,98,47
23080940,100,89,38,34,7,30,14,58,47,53,30,43,70,2,71,73,14,88,10,97,0,27,65,58,48,25,4,74,76,18,43,22,99,31,31,98,38,27,7,85,15,55,71,51,1,31,10,64,80,27,61,97
23080950,100,54,18,58,61,67,77,61,98,1,85,22,4,92,33,100,63,3,46,59,65,0,57,87,80,6,28,90,11,21,5,49,14,45,35,46,89,32,89,64,69,92,1,88,91,95,60,15,27,22,12,69
23085010,100,71,83,5,65,14,88,85,55,68,38,24,40,54,22,65,39,45,95,91,90,19,97,49,29,44,9,25,67,43,57,50,79,69,1,76,83,8,24,92,5,9,49,39,32,58,2,82,58,62,61,57
23085030,100,5,22,89,31,44,37,48,44,31,72,78,53,58,85,27,71,33,9,40,52,46,33,27,80,83,61,60,83,83,15,89,19,86,28,41,16,60,25,43,39,63,62,49,71,98,65,17,74,99,93,5
23085080,100,71,51,52,52,36,86,90,66,22,61,31,93,24,51,16,56,55,38,88,47,97,97,64,43,50,27,6,96,36,90,53,21,36,76,32,43,76,30,8,89,1,78,70,35,0,15,9,12,25,43,28
23085100,100,96,52,2,57,99,11,7,5,15,27,30,23,49,51,55,7,57,1,77,9,9,17,30,86,27,54,57,44,40,39,81,57,90,43,100,9,0,7,97,39,24,20,19,16,38,79,59,39,32,68,75
23085110,100,3,89,52,22,23,46,6,61,63,69,45,24,7,14,91,9,27,25,49,34,18,65,81,48,77,43,95,71,90,29,61,37,14,7,47,15,27,57,23,2,13,70,82,40,19,47,75,68,83,23,77
23085130,100,27,70,23,74,77,83,83,77,99,28,17,46,16,30,72,52,78,41,85,58,81,3,61,98,79,21,18,4,41,11,24,65,91,61,36,70,77,31,0,54,87,20,91,3,88,84,37,3,46,100,99
23085140,100,90,100,59,36,66,91,13,100,90,6,63,65,52,93,75,62,95,69,19,16,1,25,86,52,45,34,27,54,68,74,51,52,69,82,13,68,85,24,40,7,36,9,41,27,21,38,1,81,71,54,65
23085160,100,54,95,37,1,30,48,76,79,56,56,25,75,8,9,23,40,6,35,12,55,68,38,35,59,81,88,92,76,73,95,14,95,35,1,44,17,40,60,30,72,58,40,62,35,84,58,69,20,38,16,83
23085210,100,34,61,68,70,93,59,38,30,91,61,100,43,43,46,64,32,72,0,39,18,63,73,96,79,32,76,28,97,11,52,34,21,51,52,53,48,61,66,56,96,89,81,82,1,98,21,19,73,15,28,61
23085220,100,75,11,68,56,95,37,50,6,46,50,40,83,35,2,67,71,36,77,17,93,87,35,31,42,16,15,85,49,60,69,29,100,73,92,69,11,24,93,83,14,16,29,37,22,19,42,61,36,51,45,75
23085260,50,96,41,40,58,58,73,44,73,0,1,82,71,40,100,30,20,100,40,55,32,52,34,83,71,50,93,33,12,100,5,19,88,14,32,23,63,94,19,60,26,80,22,73,59,55,91,55,91,84,99,100
23085270,100,81,91,92,62,13,15,7,21,17,11,30,33,76,16,71,71,41,94,50,88,74,97,19,66,12,9,97,53,4,30,26,39,96,6,64,39,33,83,49,63,82,74,22,94,6,16,76,53,19,22,15
23090020,100,79,15,12,98,68,92,44,37,53,68,32,75,55,61,95,64,78,9,100,24,17,32,1,13,64,35,50,30,72,57,90,80,47,57,100,78,81,87,24,17,97,39,80,57,56,26,39,35,84,61,67
23090040,0,30,78,48,61,55,43,83,88,69,88,71,41,91,10,12,27,40,35,25,17,68,67,68,53,74,71,91,93,9,74,24,18,95,37,88,35,20,44,40,19,60,76,43,92,51,74,70,69,24,54,32
23090080,100,79,47,96,15,69,38,75,54,18,23,62,90,46,58,29,76,58,71,91,57,34,51,3,97,72,34,92,44,11,25,38,11,24,57,28,71,36,64,57,59,10,79,7,74,91,13,37,36,3,16,44
23090090,100,73,12,35,7,31,12,53,54,22,62,42,38,8,48,95,68,88,11,93,35,96,2,51,47,20,42,27,62,37,57,31,32,2,92,70,72,14,88,11,95,4,17,46,39,12,35,71,52,54,67,21
23090100,100,50,36,43,30,73,76,2,42,85,99,7,96,87,30,15,25,35,15,56,85,24,65,31,88,78,66,96,36,1,5,83,22,4,92,34,7,64,7,35,78,16,82,38,65,75,85,6,67,90,98,88
23090110,100,86,76,6,66,90,25,94,23,37,6,33,47,49,66,18,89,46,69,4,26,5,89,12,22,70,18,87,86,56,69,45,25,25,73,12,80,43,49,99,69,65,98,75,27,7,5,5,92,62,22,38
23095010,100,20,7,4,28,13,70,9,60,53,56,69,65,50,54,87,9,81,93,12,90,42,33,23,90,32,45,21,64,30,49,63,79,57,62,2,29,79,11,88,3,43,9,29,96,61,72,42,55,64,61,92
23100030,50,31,46,60,64,63,60,46,13,92,68,100,13,31,20,26,2,46,42,40,25,36,87,44,67,53,54,88,94,70,12,65,42,93,25,67,80,47,33,33,69,28,76,65,45,24,26,4,100,59,29,66
23100040,100,67,83,65,99,31,81,51,3,30,34,39,54,33,46,89,44,81,74,61,91,70,100,54,6,74,3,16,9,20,0,43,28,23,50,33,36,87,52,83,58,92,0,81,23,64,5,39,35,25,22,32
23100050,100,44,85,14,61,99,47,43,16,85,38,78,71,47,24,37,94,97,65,14,10,9,7,5,55,38,23,47,4,61,64,70,49,63,90,96,88,88,18,3,26,12,3,43,59,29,45,22,76,67,70,26
23100070,100,58,51,80,35,46,89,78,86,59,0,1,6,10,91,31,47,28,15,18,45,62,28,70,22,74,78,83,71,81,17,95,0,25,95,7,50,30,54,20,63,53,62,98,28,80,60,0,97,83,18,11
23100080,100,50,15,92,99,82,92,14,21,23,78,8,49,65,39,83,21,65,51,59,7,41,91,0,76,25,85,8,17,1,71,85,41,41,30,71,53,58,59,65,14,98,84,13,64,30,23,12,3,55,83,63
23105020,100,99,51,82,34,27,39,60,25,68,29,72,85,42,69,72,75,1,97,6,90,93,45,99,39,5,47,48,54,64,34,49,89,71,73,78,4,21,95,27,91,33,46,14,28,21,74,54,81,80,77,100
23105030,100,50,43,36,77,95,52,76,62,18,93,86,88,3,19,19,3,6,62,48,43,28,38,62,68,68,56,53,1,5,86,42,81,25,8,27,41,10,50,62,32,82,41,68,95,61,36,67,29,98,12,52
23110010,100,16,57,99,79,31,6,97,53,94,23,33,16,43,39,50,66,46,98,29,64,93,60,12,69,32,77,18,32,1,35,31,18,46,26,66,45,49,14,28,99,74,81,17,33,46,1,30,71,48,60,70
23110030,100,84,34,14,29,44,10,46,34,19,90,26,57,59,50,3,54,97,74,80,13,36,100,22,8,46,39,39,37,36,77,80,60,48,18,79,11,89,82,19,19,42,15,34,82,71,51,94,37,14,91,9
23110040,100,20,84,50,93,36,66,91,55,89,64,65,4,9,13,6,17,60,3,46,25,35,78,44,73,40,90,93,87,100,93,93,25,14,43,10,23,52,19,72,35,89,75,98,19,81,17,99,15,35,8,31
23110060,100,60,52,31,82,1,28,69,18,24,13,57,94,64,27,21,99,11,81,80,77,98,57,93,90,76,52,60,10,34,19,61,13,57,33,46,73,42,56,10,99,13,36,21,18,15,68,35,51,30,71,58
23115010,100,4,17,54,85,51,17,31,45,11,59,34,75,88,44,84,90,65,30,98,13,87,92,71,14,57,21,24,64,70,47,64,49,19,69,74,3,95,59,25,26,28,72,85,69,52,75,71,76,8,69,93
23115020,100,55,40,35,50,63,73,49,79,78,96,98,1,65,34,20,17,29,4,75,38,61,58,28,78,84,47,87,53,32,11,85,55,71,40,40,40,80,48,75,92,55,35,67,90,12,73,52,96,48,12,28
23120010,100,76,9,60,89,82,8,11,28,15,11,39,38,42,55,51,42,69,62,88,44,10,94,91,28,71,24,89,31,21,3,44,21,33,12,52,94,84,74,26,94,33,87,6,55,51,36,46,31,76,66,63
23120050,0,42,76,11,32,6,47,29,49,46,32,89,31,73,75,56,91,14,12,90,9,31,26,11,21,11,55,55,71,24,67,95,69,11,87,30,16,33,36,19,60,73,26,69,50,74,0,67,8,49,15,16
23120070,0,11,9,80,53,70,50,65,83,86,89,82,10,20,25,90,22,35,50,29,45,15,68,78,88,63,56,7,70,1,15,7,41,47,49,70,36,91,65,58,10,27,4,90,13,23,83,29,3,15,72,98
23120080,0,60,73,69,94,100,3,43,87,33,53,3,73,11,40,52,49,99,42,84,96,66,15,87,83,5,92,48,86,61,54,47,88,51,69,72,91,11,81,94,12,91,40,33,26,21,33,84,51,80,46,63
23120090,0,11,7,20,37,88,66,6,49,74,16,56,62,67,92,60,0,80,70,46,87,29,9,22,45,42,56,27,63,2,82,72,3,88,31,20,26,3,44,58,29,44,45,88,61,84,70,65,0,6,83,26
23120100,0,47,71,30,40,50,94,70,75,80,68,10,13,7,81,50,36,19,32,35,50,64,60,50,44,94,35,85,55,92,31,35,40,52,19,62,75,48,96,78,65,7,74,10,68,20,88,1,51,7,37,31
23120140,72,54,92,86,88,1,72,24,13,20,31,27,54,43,36,71,27,68,84,52,3,47,26,67,29,65,99,48,29,30,70,39,79,62,58,28,41,11,98,78,27,8,38,12,18,68,41,40,61,21,92,80
23120150,0,4,32,4,27,24,7,64,30,32,62,61,78,44,87,65,85,7,30,90,6,9,21,67,64,34,46,90,79,97,63,4,92,10,12,77,47,45,42,26,31,58,79,42,85,25,91,95,83,99,79,31
23120180,100,71,25,26,96,45,72,65,55,95,13,88,98,11,53,14,5,37,25,54,45,83,51,16,93,100,86,9,19,10,40,53,9,50,63,39,96,34,82,66,89,24,43,22,5,90,39,99,21,29,14,85
23120200,100,80,76,89,59,95,25,1,48,88,29,43,18,89,15,58,68,65,75,84,3,23,90,40,1,21,44,43,60,26,76,30,73,86,59,70,73,6,3,97,23,2,5,58,10,52,18,61,51,53,96,36
23120210,100,62,38,5,25,67,5,56,22,51,92,32,73,91,41,20,58,27,31,7,87,25,54,47,37,84,94,53,76,62,1,11,88,19,7,34,36,16,19,76,59,56,42,37,91,77,100,59,69,16,22,99
23120220,100,43,63,61,60,56,68,83,72,5,55,24,36,90,23,99,89,62,58,71,41,75,16,57,100,95,14,25,0,71,97,47,50,30,57,50,63,80,74,97,68,81,23,77,29,83,35,90,32,45,90,40
23120240,0,79,70,9,86,18,21,71,50,26,36,49,29,43,82,75,14,51,20,21,76,52,82,38,4,34,55,14,63,47,33,0,54,55,88,64,18,57,13,91,95,43,53,12,36,34,44,68,53,31,14,71
23120250,100,7,10,30,17,39,40,39,80,19,63,52,89,16,82,38,89,19,42,42,41,37,22,75,54,97,50,62,18,68,1,75,95,21,26,30,7,34,77,31,44,61,48,91,57,84,54,84,87,67,64,87
23120260,0,57,50,41,57,71,90,81,55,71,98,52,2,32,59,52,46,59,35,92,93,86,73,53,32,83,14,11,86,34,41,43,72,25,66,55,42,11,24,95,94,88,14,74,23,85,83,32,66,1,24,7
23125040,0,86,89,92,4,88,10,44,92,70,35,56,69,72,13,53,97,8,91,12,100,96,22,15,68,1,54,46,33,76,42,72,46,89,1,58,98,0,82,34,28,13,18,21,65,5,45,12,15,55,60,48
23125050,100,48,78,57,8,24,64,33,73,74,90,3,73,98,3,80,59,12,26,29,35,62,56,70,37,53,80,84,69,92,91,8,8,15,95,36,52,26,32,21,91,51,49,48,19,68,82,52,66,62,11,90
23125060,100,28,40,82,63,75,94,81,37,10,17,94,50,62,39,42,47,68,78,74,60,70,93,32,73,2,95,21,22,26,47,12,56,66,59,72,68,53,82,75,79,35,84,100,70,22,79,16,83,25,12,95
23125070,0,79,95,49,48,24,30,57,26,73,39,57,98,43,82,97,51,30,60,36,9,6,55,72,37,30,23,64,30,66,63,48,18,43,86,89,54,19,83,3,84,90,23,20,5,29,2,52,46,46,30,42
23125080,100,15,21,34,62,55,65,62,74,95,58,14,64,98,17,100,13,4,37,45,41,54,27,40,3,70,87,53,80,94,84,17,81,94,34,39,19,16,27,44,10,39,6,41,84,64,53,44,97,77,96,9
23125090,100,1,69,85,78,69,96,27,3,10,7,35,42,18,37,49,64,58,87,38,7,93,91,90,69,21,99,16,57,98,47,67,19,90,26,47,47,28,4,18,74,87,57,4,77,77,100,86,62,80,17,40
23125100,0,86,8,42,17,3,26,48,56,45,86,25,69,68,91,89,84,98,86,8,28,89,25,21,31,57,0,80,23,64,77,18,88,64,81,82,51,91,70,58,37,81,23,97,1,55,21,64,15,31,71,50
23125110,100,7,87,16,56,49,62,2,59,72,3,65,34,1,90,19,96,61,28,44,44,38,61,84,47,68,82,95,1,85,95,81,1,4,96,71,41,26,27,39,14,59,44,54,38,34,84,3,51,94,60,16
23125120,100,70,66,65,9,85,25,84,83,53,2,33,22,66,52,48,45,51,65,7,64,63,86,7,15,2,17,86,37,27,8,22,17,59,22,52,65,35,62,75,42,95,37,16,75,98,48,55,34,99,15,42
23125130,100,13,0,20,87,66,40,33,73,42,56,83,58,2,56,83,23,67,46,76,15,25,21,45,18,38,35,36,62,36,33,56,42,73,38,79,56,76,98,20,93,82,15,15,36,21,5,18,61,61,65,31
23125140,100,33,67,37,50,93,19,96,78,64,20,59,26,80,12,49,90,29,35,99,78,57,70,53,39,8,60,80,60,49,87,92,82,89,16,27,20,97,28,19,59,39,55,22,74,71,68,69,62,100,76,8
23125150,100,83,92,85,0,54,97,7,40,94,12,53,40,43,63,27,67,80,60,77,43,20,83,93,4,53,100,19,10,24,93,26,34,9,80,96,50,62,59,82,62,90,77,73,8,67,90,12,11,32,96,48
23130010,0,3,0,20,40,20,64,27,53,58,61,3,41,98,83,81,2,83,0,16,9,61,91,40,14,0,64,94,47,13,42,81,26,66,72,51,98,67,81,100,76,53,94,22,15,6,55,52,40,33,46,87
23140030,1,24,40,87,19,72,65,80,79,74,88,94,84,33,77,19,22,25,51,44,60,13,31,54,51,50,46,57,78,80,85,62,74,17,81,13,87,57,30,26,38,19,60,74,44,56,50,86,94,69,9,63
23140060,100,76,88,96,55,25,0,95,95,10,50,18,38,38,55,68,78,37,67,80,87,54,68,61,75,95,98,85,79,44,20,26,37,20,34,50,42,55,37,78,93,58,24,53,6,73,100,23,83,31,91,17
23140070,100,38,28,7,17,99,65,46,49,89,31,58,0,48,18,70,13,100,79,22,56,8,1,89,24,11,33,28,27,71,10,39,55,45,88,54,97,58,92,13,10,9,12,91,27,37,48,21,33,77,40,80
23145020,100,73,32,59,53,66,96,34,4,52,81,21,75,18,5,11,38,12,22,15,92,71,37,38,32,32,76,65,79,49,65,4,21,72,4,17,20,20,12,18,45,60,52,45,38,3,54,84,70,54,2,92
23147020,100,56,73,86,15,14,70,12,25,16,20,25,42,58,45,56,5,75,74,27,70,36,76,87,83,95,69,4,35,86,55,7,9,49,25,82,21,64,75,48,85,71,65,7,87,24,85,5,14,1,67,32
23155030,8,34,94,16,52,30,33,76,19,83,59,91,79,46,91,51,74,9,43,91,5,86,42,72,48,89,3,73,84,63,42,58,73,39,66,75,51,30,41,83,15,92,45,22,38,5,21,54,78,63,86,72
23155040,100,44,37,66,79,50,72,96,84,97,90,78,74,77,29,67,23,99,9,29,53,40,6,49,70,54,66,62,49,2,79,90,65,5,46,96,29,5,33,46,42,28,38,59,0,45,9,4,99,31,7,38
23160010,100,9,91,91,88,71,40,3,10,12,3,4,36,12,22,48,48,45,30,53,87,77,70,86,37,16,93,2,30,81,60,10,42,69,9,50,65,19,99,35,4,83,63,39,43,45,24,14,61,21,57,54
23170030,100,75,40,44,23,63,43,39,50,41,56,38,51,94,34,98,64,81,93,2,98,84,21,92,20,40,26,23,33,43,60,26,83,32,73,0,53,0,76,6,3,13,25,18,28,94,61,77,56,55,2,78
23170050,100,24,3,21,71,81,42,90,28,98,61,74,14,57,84,15,79,28,38,24,31,7,87,41,56,47,37,64,96,87,61,91,3,13,88,19,20,36,29,43,5,98,99,66,93,59,16,92,24,21,92,41
23170060,100,3,45,88,1,98,82,78,91,21,12,13,93,19,61,27,45,21,78,64,60,71,54,92,96,99,71,95,16,27,0,57,98,40,52,69,72,37,81,53,97,19,83,5,32,25,51,8,74,27,40,83
23175020,0,34,8,1,97,19,25,26,83,96,66,49,59,85,54,68,82,76,25,59,8,35,76,55,85,40,18,33,74,16,65,58,48,88,70,55,88,64,52,22,36,38,19,70,63,50,43,73,86,90,76,85
23180020,37,9,37,16,59,46,42,76,49,62,4,44,84,90,93,19,99,39,89,21,58,29,42,37,50,66,69,82,52,51,20,68,1,91,34,21,49,52,30,74,84,54,53,77,99,13,93,8,79,31,32,10
23180030,75,23,79,80,72,66,67,20,97,3,5,36,20,52,2,21,61,75,46,46,56,79,93,86,89,55,32,8,1,41,10,34,26,45,59,50,88,17,58,36,66,3,16,12,39,82,47,14,30,70,50,46
23180040,100,3,84,34,11,16,43,12,33,66,29,73,36,64,84,63,15,53,97,96,93,15,100,35,5,18,46,16,52,49,35,77,28,20,71,3,37,81,20,10,21,55,51,64,34,33,9,50,93,73,60,100
23180050,100,34,19,71,0,66,33,34,1,54,75,77,83,3,87,100,6,82,45,39,13,37,33,64,56,72,39,66,80,11,62,3,13,16,48,38,19,59,74,68,71,44,14,74,84,96,49,28,18,23,41,7
23180060,100,55,98,38,64,4,88,91,94,67,37,12,46,6,35,78,17,46,47,68,80,76,75,70,93,25,89,88,10,6,49,51,93,35,79,78,75,95,91,92,92,14,35,82,31,27,15,68,10,64,30,70
23180070,0,17,1,3,31,72,50,26,30,72,11,82,55,58,98,44,84,12,77,30,60,10,7,92,70,88,40,33,69,86,69,82,86,71,12,83,96,26,15,42,35,51,28,48,71,68,53,46,88,76,7,4
23180080,100,57,17,69,32,49,62,44,58,62,74,30,47,16,90,98,48,14,31,4,24,73,44,54,64,26,19,95,9,3,90,59,8,26,29,46,59,75,29,61,75,17,84,69,92,89,8,8,99,92,57,33
23180100,100,53,52,96,72,85,65,7,98,28,19,82,52,38,42,32,37,77,67,44,87,31,9,0,62,26,94,73,34,39,80,22,49,90,42,12,66,93,6,73,52,70,21,32,2,38,24,45,45,45,72,42
23180110,100,2,88,10,25,27,46,33,28,41,68,45,88,54,82,68,91,5,62,25,11,8,30,26,47,44,56,87,25,2,61,74,30,67,10,86,5,29,96,36,28,5,85,63,54,63,49,93,66,95,63,78
23180120,100,26,50,9,80,29,82,49,64,91,59,87,90,73,8,1,15,21,11,64,28,67,46,63,99,92,20,64,6,17,24,14,19,33,46,36,69,33,72,100,44,87,53,3,2,99,11,82,15,49,13,53
23185010,0,90,86,73,82,83,95,100,90,100,83,53,28,22,25,66,52,62,62,29,1,1,24,88,10,30,24,27,70,7,73,65,67,84,34,4,68,91,12,67,7,22,15,55,98,47,17,16,94,0,80,46
23190110,100,85,7,27,2,73,87,66,56,35,76,42,57,70,67,13,70,83,47,92,69,11,37,31,46,95,25,78,71,74,85,81,72,3,0,43,83,26,30,5,58,51,54,20,60,83,84,83,79,63,6,10
23190120,0,49,47,19,69,39,50,92,34,74,80,77,20,59,29,82,22,72,42,54,49,62,86,82,81,76,62,31,85,4,4,20,34,38,44,18,62,61,58,41,74,0,94,87,100,67,17,24,0,14,94,30
23190140,4,48,55,68,10,88,6,80,97,10,29,7,12,53,53,60,70,76,90,18,85,99,66,31,34,17,27,8,49,52,55,69,51,65,7,55,11,77,98,9,89,28,86,37,4,31,54,40,37,1,14,34
23190210,100,88,18,3,0,36,43,20,49,44,71,60,61,26,53,22,6,3,39,99,48,23,47,82,16,65,59,32,2,41,11,72,88,27,59,26,15,96,45,41,38,45,21,100,54,67,61,39,66,55,68,35
23190240,0,4,41,39,25,82,47,72,65,94,81,99,10,3,6,43,67,27,46,50,76,69,96,36,79,93,8,96,77,18,9,26,29,9,49,78,51,59,34,91,75,56,99,42,8,18,73,59,69,91,97,72
23190250,8,58,98,76,75,98,58,27,13,5,34,48,74,54,60,63,80,77,0,86,83,18,16,14,100,9,36,40,42,86,12,89,65,72,99,52,95,80,90,38,76,22,38,93,29,58,9,89,90,60,71,36
